pid,sub_cnt,user_cnt,avg_cnt,ac_rate,ac_user_rate
P278288,740,180,4.111111111111111,0.1837837837837838,0.6166666666666667
P278294,385,225,1.711111111111111,0.561038961038961,0.9111111111111111
P278302,11,8,1.375,0.7272727272727273,1.0
P278307,62,23,2.6956521739130435,0.2903225806451613,0.5652173913043478
P278319,519,104,4.990384615384615,0.20809248554913296,0.6442307692307693
P278322,1434,668,2.1467065868263475,0.3723849372384937,0.6946107784431138
P278337,272,124,2.193548387096774,0.5147058823529411,0.8790322580645161
P278340,189,163,1.1595092024539877,0.8571428571428571,0.9815950920245399
P278354,791,352,2.247159090909091,0.43236409608091025,0.8948863636363636
P278365,3047,1184,2.57347972972973,0.2681325894322284,0.6545608108108109
P278374,3077,937,3.2838847385272145,0.2989925251868703,0.9573105656350054
P278404,505,274,1.8430656934306568,0.4792079207920792,0.8540145985401459
P278414,2240,1011,2.2156280909990107,0.3763392857142857,0.8180019782393669
P278425,587,243,2.4156378600823047,0.3798977853492334,0.8806584362139918
P278429,4114,2044,2.012720156555773,0.37384540593096743,0.7265166340508806
P278446,620,350,1.7714285714285714,0.49516129032258066,0.8142857142857143
P278463,14,12,1.1666666666666667,0.8571428571428571,1.0
P278474,670,252,2.6587301587301586,0.39850746268656717,0.873015873015873
P278497,2314,1383,1.673174258857556,0.5821089023336214,0.9472161966738973
P278519,236,86,2.744186046511628,0.22033898305084745,0.5697674418604651
P278522,22,12,1.8333333333333333,0.5454545454545454,1.0
P278530,5,4,1.25,0.8,1.0
P278537,202,172,1.1744186046511629,0.8514851485148515,0.9767441860465116
P278554,477,222,2.1486486486486487,0.36477987421383645,0.7387387387387387
P278564,15,13,1.1538461538461537,0.8666666666666667,0.9230769230769231
P278583,7042,1688,4.171800947867299,0.14512922465208747,0.5598341232227488
P278594,1561,691,2.2590448625180897,0.34657270980140936,0.7293777134587555
P278611,584,283,2.0636042402826855,0.4417808219178082,0.8621908127208481
P278613,3082,1168,2.6386986301369864,0.3789746917585983,0.9503424657534246
P278620,3040,1191,2.55247691015953,0.2631578947368421,0.5860621326616289
P278622,641,434,1.476958525345622,0.6911076443057722,0.8525345622119815
P278640,2004,1123,1.7845057880676758,0.5279441117764471,0.9056099732858415
P278658,7,2,3.5,0.2857142857142857,1.0
P278659,2900,1778,1.6310461192350956,0.5958620689655172,0.9561304836895388
P278683,566,240,2.3583333333333334,0.43462897526501765,0.9208333333333333
P278698,143,77,1.8571428571428572,0.5174825174825175,0.9090909090909091
P278713,1064,441,2.4126984126984126,0.3806390977443609,0.8412698412698413
P278728,559,197,2.8375634517766497,0.38461538461538464,0.8730964467005076
P278743,473,91,5.197802197802198,0.17124735729386892,0.5054945054945055
P278756,431,226,1.907079646017699,0.3851508120649652,0.6902654867256637
P278759,523,436,1.1995412844036697,0.9216061185468452,0.9954128440366973
P278764,15,5,3.0,0.13333333333333333,0.4
P278780,24,20,1.2,0.8333333333333334,1.0
P278791,394,162,2.432098765432099,0.44923857868020306,0.8641975308641975
P278794,2028,677,2.9955686853766617,0.3106508875739645,0.7311669128508124
P278811,1311,482,2.719917012448133,0.34706331045003813,0.7925311203319502
P278824,3195,740,4.3175675675675675,0.14741784037558686,0.5337837837837838
P278830,2329,895,2.6022346368715086,0.37011592958351225,0.9150837988826815
P278838,73,28,2.607142857142857,0.410958904109589,0.8214285714285714
P278846,546,166,3.289156626506024,0.31135531135531136,0.7349397590361446
P278853,998,620,1.6096774193548387,0.46893787575150303,0.7338709677419355
P278855,1230,545,2.256880733944954,0.432520325203252,0.8550458715596331
P278874,615,191,3.2198952879581153,0.2910569105691057,0.7905759162303665
P278878,2405,1280,1.87890625,0.4918918918918919,0.8859375
P278908,1719,716,2.4008379888268156,0.3158813263525305,0.6829608938547486
P278910,106,83,1.2771084337349397,0.7735849056603774,0.9518072289156626
P278913,16,12,1.3333333333333333,0.8125,1.0
P278930,932,304,3.0657894736842106,0.2349785407725322,0.6973684210526315
P278938,153,24,6.375,0.0718954248366013,0.4166666666666667
P278943,39,19,2.0526315789473686,0.15384615384615385,0.2631578947368421
P278947,120,58,2.0689655172413794,0.35833333333333334,0.7241379310344828
P278966,1026,313,3.2779552715654954,0.25925925925925924,0.7412140575079872
P278975,1559,920,1.6945652173913044,0.6369467607440668,0.966304347826087
P278980,18,5,3.6,0.6666666666666666,1.0
P278998,37,13,2.8461538461538463,0.16216216216216217,0.38461538461538464
P279000,548,250,2.192,0.2864963503649635,0.588
P279007,590,438,1.3470319634703196,0.7322033898305085,0.9497716894977168
P279018,995,309,3.220064724919094,0.26532663316582916,0.7152103559870551
P279039,6,5,1.2,0.6666666666666666,0.8
P279043,791,280,2.825,0.16182048040455121,0.31785714285714284
P279064,1803,748,2.410427807486631,0.2878535773710483,0.5989304812834224
P279083,576,249,2.3132530120481927,0.3402777777777778,0.6144578313253012
P279088,598,157,3.8089171974522293,0.24414715719063546,0.8152866242038217
P279090,4472,1443,3.099099099099099,0.24843470483005367,0.6708246708246708
P279091,708,457,1.549234135667396,0.6257062146892656,0.9277899343544858
P279098,658,204,3.2254901960784315,0.32066869300911854,0.7843137254901961
P279117,1566,675,2.32,0.3991060025542784,0.8666666666666667
P279122,2538,747,3.397590361445783,0.2364066193853428,0.6452476572958501
P279132,111,46,2.4130434782608696,0.16216216216216217,0.32608695652173914
P279148,135,66,2.0454545454545454,0.48148148148148145,0.8636363636363636
P279165,184,99,1.8585858585858586,0.21739130434782608,0.3939393939393939
P279179,2585,1012,2.5543478260869565,0.37872340425531914,0.9535573122529645
P279194,389,108,3.6018518518518516,0.2185089974293059,0.6759259259259259
P279196,16,5,3.2,0.25,0.8
P279205,105,24,4.375,0.3523809523809524,0.625
P279217,359,127,2.826771653543307,0.3426183844011142,0.905511811023622
P279228,409,251,1.6294820717131475,0.5990220048899756,0.9442231075697212
P279247,720,280,2.5714285714285716,0.375,0.9107142857142857
P279267,16,13,1.2307692307692308,0.75,0.9230769230769231
P279284,1386,657,2.1095890410958904,0.4062049062049062,0.8264840182648402
P279303,453,236,1.9194915254237288,0.4900662251655629,0.923728813559322
P279313,286,265,1.079245283018868,0.9335664335664335,0.9924528301886792
P279334,1663,454,3.6629955947136565,0.238123872519543,0.737885462555066
P279348,2765,1574,1.7566709021601017,0.49909584086799275,0.8564167725540025
P279358,667,207,3.2222222222222223,0.29685157421289354,0.9468599033816425
P279366,17,9,1.8888888888888888,0.35294117647058826,0.6666666666666666
P279374,1947,866,2.248267898383372,0.3872624550590652,0.8060046189376443
P279406,1251,982,1.2739307535641549,0.7849720223820943,0.9969450101832994
P279418,3121,1435,2.1749128919860627,0.33803268183274593,0.716376306620209
P279427,4602,1133,4.061782877316858,0.21686223381138636,0.8631950573698146
P279432,302,174,1.735632183908046,0.5728476821192053,0.9367816091954023
P279445,2300,678,3.392330383480826,0.2956521739130435,0.7595870206489675
P279464,6265,2130,2.9413145539906105,0.23288108539505187,0.655868544600939
P279470,2326,1062,2.190207156308851,0.24548581255374033,0.527306967984934
P279473,312,261,1.1954022988505748,0.8397435897435898,0.9846743295019157
P279480,523,391,1.3375959079283888,0.7820267686424475,0.9974424552429667
P279498,274,107,2.560747663551402,0.4051094890510949,0.8691588785046729
P279501,1520,753,2.0185922974767596,0.47828947368421054,0.9123505976095617
P279514,2203,693,3.178932178932179,0.23558783477076714,0.6911976911976911
P279526,322,159,2.0251572327044025,0.3695652173913043,0.7421383647798742
P279527,2065,1437,1.4370215727209463,0.612590799031477,0.8552540013917884
P279544,15,13,1.1538461538461537,0.8,0.9230769230769231
P279556,919,569,1.6151142355008787,0.5136017410228509,0.7803163444639719
P279558,59,37,1.5945945945945945,0.6440677966101694,1.0
P279565,2814,895,3.1441340782122906,0.2771855010660981,0.8145251396648044
P279574,405,270,1.5,0.6691358024691358,0.9740740740740741
P279587,4593,1609,2.8545680546923555,0.28369257565861095,0.7663144810441268
P279600,672,319,2.1065830721003134,0.44642857142857145,0.7774294670846394
P279614,1974,869,2.2715765247410817,0.331306990881459,0.7261219792865362
P279618,15,9,1.6666666666666667,0.8666666666666667,1.0
P279622,733,256,2.86328125,0.32605729877216916,0.88671875
P279637,1918,1086,1.7661141804788214,0.4546402502606882,0.7587476979742173
P279647,21,5,4.2,0.23809523809523808,0.6
P279660,381,200,1.905,0.49343832020997375,0.855
P279668,215,179,1.2011173184357542,0.8186046511627907,0.9664804469273743
P279670,3550,1596,2.224310776942356,0.4092957746478873,0.8640350877192983
P279683,37,14,2.642857142857143,0.2702702702702703,0.7142857142857143
P279691,2679,1613,1.6608803471791693,0.5259425158641284,0.8543087414755115
P279697,280,228,1.2280701754385965,0.8035714285714286,0.9605263157894737
P279704,2349,1737,1.3523316062176165,0.7373350361856109,0.9786989061600461
P279718,5191,1774,2.9261555806087935,0.23502215372760546,0.6589627959413754
P279737,259,129,2.007751937984496,0.35135135135135137,0.5658914728682171
P279753,290,163,1.7791411042944785,0.3275862068965517,0.558282208588957
P279762,1260,1142,1.1033274956217163,0.9095238095238095,0.9929947460595446
P279769,490,227,2.158590308370044,0.45102040816326533,0.947136563876652
P279787,239,94,2.5425531914893615,0.2594142259414226,0.6170212765957447
P279793,174,68,2.5588235294117645,0.3505747126436782,0.6911764705882353
P279810,825,390,2.1153846153846154,0.2290909090909091,0.4512820512820513
P279815,1752,932,1.8798283261802575,0.523972602739726,0.9785407725321889
P279818,457,268,1.705223880597015,0.5776805251641138,0.9477611940298507
P279820,887,234,3.7905982905982905,0.37767756482525366,0.8632478632478633
P279839,468,261,1.793103448275862,0.5662393162393162,0.9578544061302682
P279840,1031,289,3.5674740484429064,0.26576139670223087,0.7577854671280276
P279856,184,89,2.067415730337079,0.5543478260869565,0.8426966292134831
P279874,9,6,1.5,0.5555555555555556,0.8333333333333334
P279911,2655,1640,1.6189024390243902,0.5977401129943503,0.9518292682926829
P279929,88,59,1.4915254237288136,0.6818181818181818,0.9830508474576272
P279938,875,411,2.1289537712895377,0.42857142857142855,0.8540145985401459
P279949,659,360,1.8305555555555555,0.5887708649468892,0.9111111111111111
P279955,3138,1122,2.7967914438502675,0.3154875717017208,0.85650623885918
P279970,331,106,3.1226415094339623,0.32628398791540786,0.8679245283018868
P279971,6,2,3.0,0.6666666666666666,1.0
P279977,726,215,3.3767441860465115,0.10055096418732783,0.24651162790697675
P279995,604,420,1.438095238095238,0.6622516556291391,0.9285714285714286
P280006,5003,1885,2.6541114058355437,0.3056166300219868,0.7824933687002652
P280018,277,128,2.1640625,0.48014440433212996,0.828125
P280038,20,12,1.6666666666666667,0.65,1.0
P280049,2983,1332,2.2394894894894897,0.30103922225947033,0.6321321321321322
P280061,1500,648,2.314814814814815,0.242,0.5385802469135802
P280070,6,5,1.2,0.8333333333333334,1.0
P280081,551,205,2.6878048780487807,0.397459165154265,0.8878048780487805
P280093,4038,1855,2.1768194070080864,0.4799405646359584,0.7681940700808625
P280109,2446,1141,2.1437335670464504,0.36140637775960754,0.747589833479404
P280113,171,70,2.442857142857143,0.17543859649122806,0.4142857142857143
P280130,2978,1374,2.1673944687045124,0.40362659503022164,0.863901018922853
P280134,7,5,1.4,0.5714285714285714,0.8
P280143,310,263,1.1787072243346008,0.8548387096774194,0.9961977186311787
P280146,164,60,2.7333333333333334,0.2804878048780488,0.7333333333333333
P280158,1016,504,2.015873015873016,0.44881889763779526,0.8829365079365079
P280173,50,14,3.5714285714285716,0.08,0.2857142857142857
P280183,413,265,1.558490566037736,0.6464891041162227,0.9886792452830189
P280210,418,214,1.9532710280373833,0.430622009569378,0.7429906542056075
P280217,2070,734,2.8201634877384194,0.26231884057971017,0.6634877384196185
P280219,1285,467,2.7516059957173447,0.33929961089494165,0.8265524625267666
P280228,131,38,3.4473684210526314,0.16793893129770993,0.4473684210526316
P280236,4024,1775,2.2670422535211268,0.4224652087475149,0.9453521126760563
P280243,748,261,2.8659003831417627,0.30213903743315507,0.8007662835249042
P280248,11,7,1.5714285714285714,0.7272727272727273,1.0
P280254,14,8,1.75,0.5,0.875
P280268,517,247,2.0931174089068825,0.40038684719535783,0.7004048582995951
P280285,1057,408,2.590686274509804,0.12582781456953643,0.3014705882352941
P280302,885,465,1.903225806451613,0.34576271186440677,0.5634408602150538
P280310,279,121,2.3057851239669422,0.44086021505376344,0.7933884297520661
P280332,4406,1815,2.427548209366391,0.3415796640944167,0.7878787878787878
P280335,321,234,1.3717948717948718,0.7289719626168224,0.9700854700854701
P280349,78,40,1.95,0.46153846153846156,0.9
P280365,921,311,2.9614147909967845,0.3344191096634093,0.7652733118971061
P280374,1310,621,2.109500805152979,0.4633587786259542,0.8582930756843801
P280391,20,12,1.6666666666666667,0.6,1.0
P280412,1119,371,3.0161725067385445,0.15907059874888294,0.4528301886792453
P280415,1643,772,2.128238341968912,0.38831405964698723,0.7875647668393783
P280419,2020,1619,1.2476837554045708,0.7638613861386139,0.9431747992588018
P280438,603,285,2.1157894736842104,0.4593698175787728,0.9122807017543859
P280445,1910,1139,1.6769095697980685,0.5513089005235602,0.9095697980684812
P280460,118,29,4.068965517241379,0.23728813559322035,0.5172413793103449
P280471,22,4,5.5,0.13636363636363635,0.75
P280481,110,95,1.1578947368421053,0.8636363636363636,0.968421052631579
P280491,14,12,1.1666666666666667,0.8571428571428571,1.0
P280498,193,89,2.168539325842697,0.41450777202072536,0.8764044943820225
P280506,1182,286,4.1328671328671325,0.22758037225042302,0.7132867132867133
P280524,1246,668,1.8652694610778444,0.43820224719101125,0.7829341317365269
P280525,112,77,1.4545454545454546,0.125,0.18181818181818182
P280543,7,4,1.75,0.14285714285714285,0.25
P280561,3828,952,4.0210084033613445,0.12669801462904912,0.453781512605042
P280564,2807,1733,1.619734564339296,0.49839686498040614,0.7466820542412003
P280582,962,735,1.308843537414966,0.7515592515592515,0.9741496598639455
P280591,1044,370,2.8216216216216217,0.30268199233716475,0.7756756756756756
P280600,84,39,2.1538461538461537,0.44047619047619047,0.8461538461538461
P280609,2266,1123,2.0178094390026713,0.39805825242718446,0.767586821015138
P280611,3126,2080,1.5028846153846154,0.646513115802943,0.9557692307692308
P280625,428,87,4.919540229885057,0.22429906542056074,0.8160919540229885
P280637,334,232,1.4396551724137931,0.6676646706586826,0.9482758620689655
P280651,2361,618,3.820388349514563,0.18509106310885218,0.5129449838187702
P280669,3595,1806,1.9905869324473975,0.4737134909596662,0.8970099667774086
P280688,341,162,2.1049382716049383,0.39589442815249265,0.8148148148148148
P280696,698,218,3.2018348623853212,0.25644699140401145,0.6559633027522935
P280704,1693,1018,1.663064833005894,0.5977554636739516,0.9842829076620825
P280708,998,218,4.577981651376147,0.1933867735470942,0.6834862385321101
P280727,796,373,2.1340482573726542,0.11180904522613065,0.225201072386059
P280730,657,276,2.380434782608696,0.1796042617960426,0.427536231884058
P280746,312,128,2.4375,0.30448717948717946,0.703125
P280780,558,389,1.4344473007712082,0.6971326164874552,0.9511568123393316
P280782,1699,1152,1.4748263888888888,0.657445556209535,0.9435763888888888
P280787,925,467,1.980728051391863,0.43027027027027026,0.7901498929336188
P280788,1951,1190,1.6394957983193277,0.557662737057919,0.8949579831932774
P280792,910,505,1.801980198019802,0.5428571428571428,0.9722772277227723
P280794,1656,708,2.3389830508474576,0.3743961352657005,0.7824858757062146
P280800,74,35,2.1142857142857143,0.43243243243243246,0.8571428571428571
P280818,190,103,1.8446601941747574,0.5842105263157895,0.9514563106796117
P280819,1312,862,1.5220417633410672,0.6570121951219512,0.9872389791183295
P280836,3194,990,3.2262626262626264,0.2748904195366312,0.8161616161616162
P280839,613,273,2.2454212454212454,0.4567699836867863,0.8608058608058609
P280856,2421,1332,1.8175675675675675,0.5022717885171417,0.8701201201201201
P280870,562,359,1.565459610027855,0.6334519572953736,0.9610027855153204
P280879,2412,839,2.8748510131108462,0.21185737976782754,0.5458879618593564
P280892,2659,413,6.438256658595642,0.1733734486649116,0.6222760290556901
P280897,1120,614,1.8241042345276872,0.5116071428571428,0.9071661237785016
P280934,2304,902,2.5543237250554323,0.3003472222222222,0.7073170731707317
P280937,693,462,1.5,0.6378066378066378,0.9199134199134199
P280938,89,42,2.119047619047619,0.056179775280898875,0.11904761904761904
P280948,17,5,3.4,0.23529411764705882,0.8
P280959,3401,1578,2.1552598225602027,0.39400176418700383,0.8276299112801014
P280976,52,32,1.625,0.5192307692307693,0.8125
P280995,29,12,2.4166666666666665,0.4482758620689655,1.0
P281010,238,137,1.7372262773722629,0.5504201680672269,0.8759124087591241
P281017,355,98,3.622448979591837,0.2535211267605634,0.7142857142857143
P281031,2838,1310,2.166412213740458,0.2427766032417195,0.48244274809160304
P281034,967,494,1.95748987854251,0.4012409513960703,0.7449392712550608
P281046,169,89,1.898876404494382,0.5325443786982249,0.9325842696629213
P281057,2357,931,2.531686358754028,0.2520152736529487,0.5832438238453276
P281058,2269,1084,2.0931734317343174,0.35610401057734686,0.7204797047970479
P281069,701,309,2.2686084142394822,0.38944365192582026,0.8252427184466019
P281074,16,13,1.2307692307692308,0.8125,1.0
P281078,9,7,1.2857142857142858,0.5555555555555556,0.7142857142857143
P281093,3833,1741,2.2016082711085585,0.3803809026871902,0.7897759908098794
P281125,260,142,1.8309859154929577,0.06153846153846154,0.1056338028169014
P281130,362,108,3.3518518518518516,0.23480662983425415,0.6574074074074074
P281136,1087,301,3.611295681063123,0.19871205151793928,0.6710963455149501
P281139,704,332,2.1204819277108435,0.484375,0.9668674698795181
P281157,93,63,1.4761904761904763,0.6451612903225806,0.9365079365079365
P281189,539,153,3.522875816993464,0.25788497217068646,0.8235294117647058
P281195,2156,1311,1.6445461479786423,0.5004638218923934,0.7909992372234935
P281197,980,520,1.8846153846153846,0.5316326530612245,0.9615384615384616
P281209,13,4,3.25,0.23076923076923078,0.75
P281222,1500,659,2.276176024279211,0.3606666666666667,0.7693474962063733
P281234,2491,1429,1.7431770468859342,0.539542352468888,0.9111266620013996
P281245,896,364,2.4615384615384617,0.40736607142857145,0.9065934065934066
P281263,1261,496,2.5423387096774195,0.28707375099127674,0.6612903225806451
P281278,1105,746,1.4812332439678284,0.653393665158371,0.9624664879356568
P281285,1598,1050,1.5219047619047619,0.648936170212766,0.9828571428571429
P281294,516,270,1.9111111111111112,0.501937984496124,0.937037037037037
P281305,146,49,2.979591836734694,0.2876712328767123,0.7346938775510204
P281311,362,288,1.2569444444444444,0.7486187845303868,0.9375
P281327,718,469,1.5309168443496801,0.6406685236768802,0.9808102345415778
P281349,354,99,3.5757575757575757,0.2768361581920904,0.8080808080808081
P281365,286,261,1.0957854406130267,0.9300699300699301,1.0
P281379,1271,635,2.001574803149606,0.3682140047206924,0.662992125984252
P281383,2043,1377,1.4836601307189543,0.5942241801272639,0.8627450980392157
P281407,1184,1035,1.143961352657005,0.8851351351351351,0.9835748792270531
P281414,213,167,1.2754491017964071,0.18309859154929578,0.23353293413173654
P281456,322,81,3.9753086419753085,0.30124223602484473,0.7777777777777778
P281487,30,10,3.0,0.23333333333333334,0.7
P281492,350,265,1.320754716981132,0.7857142857142857,0.9849056603773585
P281505,24,10,2.4,0.2916666666666667,0.4
P281522,988,436,2.2660550458715596,0.3097165991902834,0.6788990825688074
P281528,292,113,2.584070796460177,0.4554794520547945,0.9026548672566371
P281537,1487,741,2.0067476383265856,0.47478143913920645,0.921727395411606
P281548,301,209,1.4401913875598087,0.707641196013289,0.9808612440191388
P281562,437,175,2.4971428571428573,0.3501144164759725,0.7542857142857143
P281563,178,103,1.7281553398058251,0.5561797752808989,0.8932038834951457
P281578,462,265,1.7433962264150944,0.5757575757575758,0.9811320754716981
P281599,640,347,1.8443804034582132,0.5171875,0.899135446685879
P281606,1243,423,2.938534278959811,0.1584875301689461,0.4326241134751773
P281608,863,314,2.748407643312102,0.1633835457705678,0.4394904458598726
P281641,2658,1844,1.4414316702819956,0.6313017306245298,0.8741865509761388
P281643,528,211,2.5023696682464456,0.3996212121212121,0.8151658767772512
P281650,937,508,1.844488188976378,0.6104589114194237,0.937007874015748
P281655,2892,1794,1.6120401337792643,0.5179806362378977,0.8121516164994426
P281662,1820,881,2.0658342792281497,0.4445054945054945,0.8978433598183881
P281675,1617,1015,1.5931034482758621,0.5887445887445888,0.9054187192118227
P281687,1832,652,2.8098159509202456,0.2096069868995633,0.5552147239263804
P281692,548,266,2.0601503759398496,0.3740875912408759,0.7518796992481203
P281711,1103,422,2.6137440758293837,0.35539437896645515,0.7582938388625592
P281722,765,282,2.7127659574468086,0.3895424836601307,0.8617021276595744
P281723,378,202,1.8712871287128714,0.5158730158730159,0.8960396039603961
P281740,1276,387,3.297157622739018,0.2084639498432602,0.648578811369509
P281751,417,124,3.3629032258064515,0.2446043165467626,0.7258064516129032
P281759,544,343,1.58600583090379,0.6213235294117647,0.9387755102040817
P281777,79,47,1.6808510638297873,0.6455696202531646,1.0
P281792,676,298,2.2684563758389262,0.47041420118343197,0.9630872483221476
P281800,559,317,1.7634069400630914,0.3023255813953488,0.42902208201892744
P281807,641,469,1.3667377398720681,0.7425897035881436,0.9850746268656716
P281819,59,6,9.833333333333334,0.11864406779661017,0.5
P281832,6,3,2.0,0.3333333333333333,0.6666666666666666
P281844,751,629,1.1939586645468998,0.8588548601864181,0.9841017488076311
P281848,45,22,2.0454545454545454,0.35555555555555557,0.7272727272727273
P281863,527,177,2.977401129943503,0.2922201138519924,0.7740112994350282
P281864,261,238,1.096638655462185,0.9272030651340997,0.9831932773109243
P281882,229,171,1.3391812865497077,0.7816593886462883,0.9766081871345029
P281894,256,160,1.6,0.578125,0.89375
P281913,141,88,1.6022727272727273,0.6950354609929078,0.9659090909090909
P281920,2604,943,2.7613997879109227,0.2446236559139785,0.6129374337221634
P281929,3973,1750,2.2702857142857145,0.3833375283161339,0.848
P281949,61,31,1.967741935483871,0.0,0.0
P281951,655,196,3.3418367346938775,0.3053435114503817,0.8367346938775511
P281968,213,131,1.6259541984732824,0.568075117370892,0.7633587786259542
P281973,488,269,1.8141263940520447,0.5450819672131147,0.9814126394052045
P281982,200,81,2.4691358024691357,0.44,0.9629629629629629
P281999,37,18,2.0555555555555554,0.02702702702702703,0.05555555555555555
P282008,2057,622,3.307073954983923,0.24258629071463297,0.77491961414791
P282022,141,93,1.5161290322580645,0.6595744680851063,0.956989247311828
P282040,1583,807,1.9615861214374226,0.4485154769425142,0.8550185873605948
P282053,1552,459,3.3812636165577343,0.24548969072164947,0.664488017429194
P282054,7,6,1.1666666666666667,0.8571428571428571,1.0
P282062,2003,700,2.861428571428571,0.20119820269595606,0.5228571428571429
P282067,1535,665,2.308270676691729,0.2814332247557003,0.6180451127819548
P282081,84,49,1.7142857142857142,0.19047619047619047,0.32653061224489793
P282092,1598,617,2.5899513776337115,0.3685857321652065,0.8541329011345219
P282105,534,218,2.44954128440367,0.40074906367041196,0.8899082568807339
P282123,1594,212,7.518867924528302,0.07841907151819323,0.3113207547169811
P282137,209,187,1.1176470588235294,0.9138755980861244,0.9893048128342246
P282140,565,264,2.140151515151515,0.479646017699115,1.0
P282157,1233,545,2.2623853211009175,0.4120032441200324,0.8715596330275229
P282168,2510,1300,1.9307692307692308,0.4095617529880478,0.7723076923076924
P282179,726,280,2.592857142857143,0.2865013774104683,0.6964285714285714
P282192,649,222,2.9234234234234235,0.34514637904468415,0.8828828828828829
P282207,1052,693,1.518037518037518,0.620722433460076,0.9148629148629148
P282218,486,269,1.8066914498141264,0.5679012345679012,0.9888475836431226
P282249,1753,307,5.710097719869707,0.15915573302909297,0.5667752442996743
P282260,1424,945,1.506878306878307,0.6622191011235955,0.9894179894179894
P282272,5,2,2.5,0.6,1.0
P282289,2503,1484,1.6866576819407009,0.5109868158210148,0.8443396226415094
P282298,1373,533,2.575984990619137,0.1995630007283321,0.5140712945590994
P282301,262,117,2.2393162393162394,0.3931297709923664,0.7264957264957265
P282309,1834,1020,1.7980392156862746,0.5436205016357688,0.9529411764705882
P282346,2038,777,2.6229086229086227,0.34249263984298334,0.7734877734877735
P282364,1916,1070,1.7906542056074766,0.5255741127348643,0.9074766355140187
P282377,763,189,4.037037037037037,0.24246395806028834,0.783068783068783
P282382,293,245,1.1959183673469387,0.8600682593856656,0.9836734693877551
P282386,903,260,3.473076923076923,0.2857142857142857,0.8615384615384616
P282395,204,94,2.1702127659574466,0.4852941176470588,0.9042553191489362
P282402,2812,1002,2.806387225548902,0.3204125177809388,0.8283433133732535
P282410,6,1,6.0,0.0,0.0
P282412,2111,1057,1.9971617786187323,0.38654666035054475,0.7407757805108799
P282421,107,93,1.1505376344086022,0.8785046728971962,1.0
P282434,1295,711,1.8213783403656822,0.5544401544401545,0.9324894514767933
P282450,1438,450,3.1955555555555555,0.3094575799721836,0.8733333333333333
P282467,290,76,3.8157894736842106,0.25517241379310346,0.6578947368421053
P282483,13,12,1.0833333333333333,1.0,1.0
P282500,1000,302,3.3112582781456954,0.262,0.8278145695364238
P282515,942,324,2.9074074074074074,0.3630573248407643,0.9074074074074074
P282522,508,213,2.384976525821596,0.3838582677165354,0.7230046948356808
P282524,474,290,1.6344827586206896,0.5210970464135021,0.8241379310344827
P282533,1657,530,3.1264150943396225,0.14484007242003621,0.3622641509433962
P282537,2290,684,3.347953216374269,0.2091703056768559,0.6461988304093568
P282555,718,206,3.4854368932038833,0.28969359331476324,0.8106796116504854
P282573,425,215,1.9767441860465116,0.5176470588235295,0.958139534883721
P282587,1751,620,2.824193548387097,0.31010850942318674,0.8145161290322581
P282591,662,209,3.1674641148325358,0.23564954682779457,0.6602870813397129
P282592,185,46,4.021739130434782,0.24864864864864866,0.6956521739130435
P282609,111,83,1.3373493975903614,0.8378378378378378,1.0
P282627,1461,586,2.493174061433447,0.3463381245722108,0.7849829351535836
P282641,320,126,2.5396825396825395,0.26875,0.5873015873015873
P282659,13,3,4.333333333333333,0.5384615384615384,0.6666666666666666
P282669,1001,303,3.3036303630363038,0.3086913086913087,0.8811881188118812
P282677,1097,598,1.834448160535117,0.5113947128532361,0.9063545150501672
P282679,138,80,1.725,0.427536231884058,0.7125
P282688,11,4,2.75,0.2727272727272727,0.75
P282703,407,197,2.065989847715736,0.49385749385749383,0.9847715736040609
P282715,145,35,4.142857142857143,0.16551724137931034,0.5142857142857142
P282718,708,353,2.0056657223796033,0.4830508474576271,0.9461756373937678
P282744,389,207,1.8792270531400965,0.506426735218509,0.9516908212560387
P282753,1646,716,2.298882681564246,0.40643985419198053,0.9106145251396648
P282766,2401,1673,1.4351464435146444,0.6426488962932112,0.8906156604901375
P282791,495,181,2.734806629834254,0.2505050505050505,0.6740331491712708
P282802,904,493,1.8336713995943206,0.4834070796460177,0.8742393509127789
P282813,812,277,2.931407942238267,0.3448275862068966,0.8303249097472925
P282815,1272,505,2.518811881188119,0.32547169811320753,0.7346534653465346
P282831,3423,2060,1.6616504854368932,0.5872042068361086,0.9461165048543689
P282838,1680,883,1.9026047565118913,0.4363095238095238,0.7893544733861835
P282846,1768,884,2.0,0.375,0.7081447963800905
P282864,1902,965,1.9709844559585492,0.43007360672975814,0.8103626943005181
P282882,126,51,2.4705882352941178,0.07142857142857142,0.1568627450980392
P282884,355,108,3.287037037037037,0.27323943661971833,0.8703703703703703
P282896,16,3,5.333333333333333,0.0625,0.3333333333333333
P282915,2683,1050,2.5552380952380953,0.3783078643309728,0.9295238095238095
P282920,952,524,1.816793893129771,0.5462184873949579,0.9561068702290076
P282936,1025,677,1.5140324963072378,0.5804878048780487,0.8611521418020679
P282945,654,284,2.3028169014084505,0.3746177370030581,0.823943661971831
P282946,1425,338,4.215976331360947,0.223859649122807,0.6686390532544378
P282954,635,175,3.6285714285714286,0.15905511811023623,0.36
P282964,2276,634,3.589905362776025,0.1515817223198594,0.42586750788643535
P282974,688,215,3.2,0.2819767441860465,0.8046511627906977
P282978,13,6,2.1666666666666665,0.07692307692307693,0.16666666666666666
